listing_id,date
294281,2019-01-26
294281,2019-02-12
294281,2019-03-04
294281,2019-03-24
294281,2019-04-25
294281,2019-05-05
294281,2019-06-29
294281,2019-07-22
294281,2019-08-22
294281,2019-09-05
294281,2019-09-22
294281,2019-09-25
294281,2019-10-24
294281,2019-11-06
294281,2019-11-16
294281,2019-12-08
294281,2020-01-21
324945,2012-07-08
324945,2012-10-15
324945,2012-11-12
324945,2013-04-16
324945,2013-09-27
324945,2013-10-14
324945,2013-12-22
324945,2016-01-29
324945,2016-10-03
324945,2017-08-16
324945,2017-11-04
324945,2019-02-02
324945,2019-09-28
324945,2022-03-06
324945,2022-04-04
324945,2022-07-25
324945,2023-09-01
330095,2014-06-01
330095,2016-08-22
330095,2022-12-10
330095,2023-06-21
330095,2023-09-02
344803,2012-03-13
344803,2012-04-04
344803,2012-07-23
344803,2012-08-01
344803,2012-08-17
344803,2012-08-22
344803,2012-08-24
344803,2012-09-29
344803,2012-10-08
344803,2012-11-02
344803,2012-11-09
344803,2013-02-13
344803,2013-02-28
344803,2013-03-09
344803,2013-03-27
344803,2013-05-11
344803,2013-05-17
344803,2013-06-08
344803,2013-06-23
344803,2013-07-21
344803,2013-08-18
344803,2013-09-22
344803,2013-10-25
344803,2018-03-16
344803,2018-04-05
344803,2018-06-12
344803,2018-06-20
344803,2018-07-30
344803,2018-08-08
344803,2018-08-27
344803,2018-09-02
344803,2018-11-04
344803,2018-11-19
344803,2018-12-15
344803,2019-01-04
344803,2019-01-21
344803,2019-02-11
344803,2019-02-23
344803,2019-04-05
344803,2019-04-19
344803,2019-05-26
344803,2019-06-03
344803,2019-07-08
344803,2019-07-20
344803,2019-08-11
344803,2019-09-05
344803,2019-09-09
344803,2019-09-21
344803,2019-09-30
344803,2019-10-19
344803,2019-10-28
344803,2019-11-08
344803,2019-11-14
344803,2019-11-27
344803,2019-12-16
344803,2019-12-29
344803,2020-01-02
344803,2020-02-10
344803,2022-08-26
344803,2023-08-01
369141,2013-10-03
369141,2013-10-16
369141,2013-10-24
369141,2013-11-18
369141,2014-01-14
369141,2014-02-02
369141,2014-04-11
369141,2014-04-24
369141,2014-07-06
369141,2014-07-09
369141,2014-07-20
369141,2014-08-03
369141,2015-02-17
369141,2015-03-11
369141,2015-03-19
369141,2015-06-02
369141,2015-09-05
369141,2015-09-21
369141,2015-12-07
369141,2015-12-14
369141,2015-12-22
369141,2015-12-27
369141,2016-01-02
369141,2016-01-24
369141,2016-04-21
369141,2016-05-01
369141,2016-05-20
369141,2016-07-06
369141,2016-07-11
369141,2016-07-25
369141,2016-07-30
369141,2016-08-24
369141,2016-09-10
2320536,2014-02-26
2320536,2014-04-28
2320536,2014-05-31
2320536,2014-06-28
2387588,2014-07-19
2387588,2016-07-03
2387588,2016-08-20
2387588,2016-12-12
2387588,2017-03-19
2387588,2017-04-08
2387588,2017-05-14
2387588,2017-05-21
2387588,2017-06-12
2387588,2017-06-17
2387588,2017-06-24
2387588,2017-07-23
2387588,2017-08-08
2387588,2017-08-23
2387588,2017-09-02
2387588,2017-09-23
2387588,2017-10-06
2387588,2017-10-17
2387588,2017-10-29
2387588,2017-12-25
2387588,2018-02-12
2387588,2018-02-18
2387588,2018-02-21
2387588,2018-02-25
2387588,2018-03-19
2387588,2018-05-20
2387588,2018-06-10
2387588,2018-06-17
2387588,2018-06-21
2387588,2018-07-03
2387588,2018-07-13
2387588,2018-09-02
2387588,2018-11-11
2387588,2018-11-17
2387588,2018-11-18
2387588,2018-12-16
2387588,2018-12-30
2387588,2019-01-05
2387588,2019-01-09
2387588,2019-01-31
2387588,2019-02-06
2387588,2019-02-08
2387588,2019-02-24
2387588,2019-03-10
2387588,2019-04-06
2387588,2019-04-14
2387588,2019-04-21
2387588,2019-07-22
2387588,2019-10-13
2387588,2019-11-03
2387588,2019-11-24
2387588,2019-12-28
2387588,2019-12-31
2387588,2020-01-11
2387588,2020-02-23
2387588,2020-03-08
2387588,2022-05-14
2387588,2022-05-16
2387588,2022-06-02
2387588,2022-06-08
2387588,2022-06-30
2387588,2022-07-03
2387588,2022-07-15
2387588,2022-07-29
2387588,2022-08-10
2387588,2022-08-13
2387588,2022-08-18
2387588,2022-08-22
2387588,2022-08-26
2387588,2022-09-04
2387588,2022-09-27
2387588,2022-10-02
2387588,2022-10-13
2387588,2022-10-16
2387588,2022-10-29
2387588,2022-11-06
2387588,2022-11-15
2387588,2022-12-04
2387588,2022-12-22
2387588,2023-07-16
2387588,2023-07-19
2387588,2023-08-06
2387588,2023-08-31
2387588,2023-09-16
2387588,2023-09-24
2387588,2023-12-11
2387588,2024-01-22
2387715,2015-09-29
2387715,2016-07-17
2387715,2016-12-07
2387715,2016-12-14
2387715,2017-01-28
2387715,2017-02-03
2387715,2017-02-04
2387715,2017-02-11
2387715,2017-02-15
2387715,2017-02-24
2387715,2017-03-10
2387715,2017-04-29
2387715,2017-06-08
2387715,2017-06-26
2387715,2017-07-15
2387715,2017-08-13
2387715,2017-08-25
2387715,2017-08-27
2387715,2017-12-18
2387715,2018-02-03
2387715,2018-02-10
2387715,2018-03-15
2387715,2018-03-20
2387715,2018-03-23
2387715,2018-03-30
2387715,2018-04-10
2387715,2018-04-15
2387715,2018-04-20
2387715,2018-07-01
2387715,2018-07-29
2387715,2018-08-11
2387715,2018-08-17
2387715,2018-08-26
2387715,2018-09-15
2387715,2018-12-16
2387715,2018-12-25
2387715,2018-12-31
2387715,2019-01-09
2387715,2019-02-10
2387715,2019-02-15
2387715,2019-02-18
2387715,2019-03-23
2387715,2019-05-05
2387715,2019-05-13
2387715,2019-05-14
2387715,2019-06-07
2387715,2019-06-19
2387715,2019-07-06
2387715,2019-07-11
2387715,2019-09-16
2387715,2019-10-04
2387715,2019-12-25
2387715,2020-01-02
2387715,2020-01-17
2387715,2020-01-18
2387715,2022-08-06
2387715,2022-08-15
2387715,2022-08-29
2387715,2022-10-03
2387715,2022-10-09
2387715,2022-10-30
2387715,2022-10-31
2387715,2022-11-05
2387715,2022-11-06
2387715,2022-11-12
2387715,2022-12-04
2387715,2022-12-28
2387715,2023-01-05
2387715,2023-03-09
2387715,2023-05-13
2387715,2023-07-28
2387715,2023-09-26
2387715,2023-10-02
2387715,2023-11-20
2387715,2024-02-28
2387715,2024-04-29
2387715,2024-06-12
2387715,2024-08-01
2387715,2024-08-26
2387715,2024-10-27
2387730,2015-12-08
2387730,2016-09-17
2387730,2017-02-27
2387730,2018-02-19
2387730,2018-02-28
2387730,2019-02-09
2387730,2019-09-22
2387730,2022-08-28
2387730,2022-09-06
2387730,2022-09-19
2387730,2022-09-25
2387730,2022-09-30
2387730,2022-10-20
2387730,2022-11-11
2387730,2022-11-16
2387730,2022-11-21
2387730,2022-11-26
2387730,2022-12-02
2387730,2022-12-24
2387730,2023-01-03
2387730,2023-01-20
2387730,2023-01-24
2387730,2023-02-19
2387730,2023-03-09
2387730,2023-03-18
2387730,2023-04-05
2387730,2023-04-28
2387730,2023-05-24
2387730,2023-05-30
2387730,2023-06-02
2387730,2023-08-04
2387730,2023-08-14
2387730,2023-08-28
2387730,2023-11-09
2387730,2023-11-22
2387730,2023-12-02
2387730,2023-12-22
2387730,2024-11-05
2387730,2024-11-28
2387730,2024-12-09
2387766,2015-02-15
2387766,2016-10-24
2387766,2017-04-14
2387766,2017-07-09
2387766,2017-11-26
2387766,2018-01-14
2387766,2018-03-31
2387766,2018-04-29
2387766,2018-06-05
2387766,2018-12-09
2387766,2019-07-11
2387766,2019-09-20
2387766,2019-11-24
2387766,2019-12-30
2387766,2020-01-05
2387766,2020-01-14
2387766,2023-04-15
2387766,2023-05-14
2387766,2023-07-27
2387766,2023-08-02
2387766,2024-01-21
2387766,2024-02-04
2387766,2024-04-13
2387766,2024-06-16
2387766,2024-07-24
2387766,2024-09-01
2387766,2024-09-16
2547778,2018-06-30
2922184,2016-01-02
2922184,2017-04-19
2922184,2019-01-13
2922184,2019-01-31
2922184,2019-03-08
2922184,2019-03-25
2922184,2019-04-18
2922184,2019-08-11
2922184,2019-09-08
2922184,2019-10-06
2922184,2019-10-17
2922184,2019-11-15
2922184,2021-09-01
2922184,2021-12-19
2922184,2022-01-02
2922184,2023-05-05
2922184,2023-09-02
2922184,2024-09-23
3034137,2014-11-05
3034137,2015-10-11
3034137,2017-04-29
3034137,2017-05-20
3034137,2017-08-27
3034137,2018-05-25
3034137,2018-06-30
3034137,2019-04-28
3034137,2019-07-27
3304326,2014-08-25
3304326,2014-08-28
3304326,2014-10-11
3304326,2014-10-13
3304326,2015-03-08
3304326,2015-04-19
3304326,2016-06-30
3304326,2018-06-02
3667894,2019-05-28
3667894,2019-10-29
3802621,2015-12-04
3802621,2015-12-08
3802621,2015-12-30
3802621,2016-01-08
3802621,2016-01-12
3802621,2016-01-17
3802621,2016-01-29
3802621,2016-02-05
3802621,2016-02-17
3802621,2016-03-16
3802621,2016-03-25
3802621,2016-04-01
3802621,2016-04-28
3802621,2016-05-08
3802621,2016-06-23
3802621,2016-07-07
3802621,2016-12-12
3802621,2017-01-20
3802621,2017-02-03
3802621,2018-02-10
3803160,2014-11-23
3803160,2015-07-17
3803160,2015-08-11
3803160,2015-12-01
3803160,2016-07-29
3803160,2017-07-29
3980202,2014-09-19
3980202,2014-12-01
3980202,2015-06-03
3980202,2015-06-28
3980202,2015-07-30
3980202,2015-08-23
3980202,2015-09-14
3980202,2015-09-17
3980202,2015-10-02
3980202,2015-11-01
3980202,2015-11-19
3980202,2015-11-29
3980202,2015-12-10
3980202,2016-01-22
3980202,2016-02-13
3980202,2016-05-22
3980202,2016-05-26
3980202,2016-07-09
3980202,2017-06-03
3980202,2017-08-01
3980202,2017-09-19
3980202,2017-10-21
3980202,2018-01-25
3980202,2018-02-10
3980202,2018-02-13
3980202,2018-06-21
3980202,2018-08-12
3980202,2018-08-26
3981252,2014-10-26
3981252,2019-09-23
3990431,2015-08-11
3990431,2015-09-05
3990431,2015-10-12
3990431,2015-10-25
3990431,2015-12-07
3990431,2016-01-27
3990431,2016-02-09
3990431,2016-03-01
3990431,2016-07-30
3990431,2017-12-14
4008423,2016-11-25
4008423,2016-11-26
4008423,2016-12-13
4008423,2016-12-20
4008423,2016-12-22
4008423,2017-01-01
4008423,2017-01-08
4008423,2017-01-12
4008423,2017-01-17
4008423,2017-01-20
4008423,2017-01-22
4008423,2017-01-23
4008423,2017-01-27
4008423,2017-02-05
4008423,2017-02-07
4008423,2017-02-08
4008423,2017-02-12
4008423,2017-02-14
4008423,2017-02-20
4008423,2017-02-23
4008423,2017-02-25
4008423,2017-03-10
4008423,2017-03-12
4008423,2017-03-14
4008423,2017-03-23
4008423,2017-03-24
4008423,2017-03-25
4008423,2017-03-26
4008423,2017-03-30
4008423,2017-04-08
4008423,2017-04-16
4008423,2017-04-24
4008423,2017-04-26
4008423,2017-05-07
4008423,2017-05-23
4008423,2017-05-29
4008423,2017-06-05
4008423,2017-06-07
4008423,2017-06-13
4008423,2017-06-15
4008423,2017-06-16
4008423,2017-06-26
4008423,2017-06-29
4008423,2017-07-02
4008423,2017-07-05
4008423,2017-07-10
4008423,2017-07-22
4008423,2017-07-23
4008423,2017-07-26
4008423,2017-07-29
4008423,2017-07-30
4008423,2017-08-01
4008423,2017-08-12
4008423,2017-08-13
4008423,2017-08-23
4008423,2017-08-25
4008423,2017-08-26
4008423,2017-08-27
4008423,2017-08-31
4008423,2017-09-05
4008423,2017-09-07
4008423,2017-09-10
4008423,2017-09-14
4008423,2017-09-17
4008423,2017-09-23
4008423,2017-10-01
4008423,2017-10-06
4008423,2017-10-08
369141,2016-10-07
369141,2016-10-16
369141,2016-12-25
369141,2017-01-15
369141,2017-01-21
369141,2017-01-25
369141,2017-02-12
369141,2017-03-11
369141,2017-04-01
369141,2017-04-08
369141,2017-04-28
369141,2017-06-21
369141,2017-07-05
369141,2017-08-17
369141,2017-08-23
369141,2017-09-16
369141,2017-09-24
369141,2017-10-09
5798211,2015-06-26
5798211,2015-10-24
5798211,2016-06-01
5798211,2016-06-27
5798211,2016-07-04
5798211,2016-08-16
5798211,2016-08-17
5798211,2016-08-19
5798211,2016-08-20
5798211,2016-08-21
5798211,2016-09-12
5798211,2016-09-26
5798211,2016-10-06
5798211,2016-12-18
5798211,2017-01-01
5798211,2017-01-04
5798211,2017-01-29
5798211,2017-02-05
5798211,2017-02-13
5798211,2017-02-20
5798211,2017-03-12
5798211,2017-03-17
5798211,2017-03-25
5798211,2017-04-14
5798211,2017-04-25
5798211,2017-05-13
5798211,2017-05-19
5798211,2017-06-06
5798211,2017-06-11
5798211,2017-06-13
5798211,2017-06-18
5798211,2017-06-24
5798211,2017-06-25
5798211,2017-06-29
5798211,2017-07-01
5798211,2017-07-21
5798211,2017-07-24
5798211,2017-07-30
5798211,2017-08-02
5798211,2017-08-07
5798211,2017-08-12
5798211,2017-08-15
5798211,2017-08-16
5798211,2017-08-19
5798211,2017-08-20
5798211,2017-08-21
5798211,2017-08-23
5798211,2017-08-29
5798211,2017-09-04
5798211,2017-09-30
5798211,2017-10-07
5798211,2017-10-16
5798211,2017-11-13
5798211,2017-11-16
5798211,2017-11-23
5798211,2017-12-07
5798211,2017-12-12
5798211,2017-12-20
5798211,2017-12-22
5798211,2017-12-25
5798211,2017-12-29
5798211,2018-01-02
5798211,2018-01-22
5798211,2018-02-04
5798211,2018-02-11
5798211,2018-02-18
5798211,2018-02-22
5798211,2018-03-01
5798211,2018-03-03
5798211,2018-03-11
5798211,2018-03-15
5798211,2018-03-18
5798211,2018-03-23
5798211,2018-04-07
5798211,2018-04-13
5798211,2018-04-16
5798211,2018-04-18
5798211,2018-04-29
5798211,2018-05-08
5798211,2018-05-13
5798211,2018-05-17
5798211,2018-05-22
5798211,2018-05-30
5798211,2018-06-08
5798211,2018-06-16
5798211,2018-06-18
5798211,2018-06-20
5798211,2018-06-23
5798211,2018-06-28
5798211,2018-07-02
5798211,2018-07-10
5798211,2018-07-12
5798211,2018-07-15
5798211,2018-08-03
5798211,2018-08-12
5798211,2018-08-15
5798211,2018-08-20
5798211,2018-08-21
5798211,2018-08-30
5798211,2018-09-09
5798211,2018-09-15
5798211,2018-09-17
5798211,2018-10-02
5798211,2018-10-06
5798211,2018-10-14
5798211,2018-10-24
5798211,2018-10-30
5798211,2018-11-04
5798211,2018-11-12
5798211,2018-11-19
5798211,2018-11-26
5798211,2018-12-03
5798211,2018-12-05
5798211,2018-12-10
5798211,2018-12-17
5798211,2018-12-23
5798211,2018-12-27
5798211,2018-12-30
5798211,2019-01-02
5798211,2019-01-04
5798211,2019-01-06
5798211,2019-01-17
5798211,2019-01-22
5798211,2019-01-29
5798211,2019-02-05
5798211,2019-02-08
5798211,2019-02-11
5798211,2019-02-21
5798211,2019-02-28
5798211,2019-03-03
5798211,2019-03-08
5798211,2019-03-15
5798211,2019-03-20
5798211,2019-03-30
5798211,2019-04-01
5798211,2019-04-10
5798211,2019-04-21
5798211,2019-04-26
5798211,2019-04-28
5798211,2019-05-05
5798211,2019-05-14
5798211,2019-05-21
5798211,2019-05-29
5798211,2019-06-07
5798211,2019-06-13
5798211,2019-06-16
5798211,2019-06-19
5798211,2019-06-25
5798211,2019-07-03
5798211,2019-07-06
5798211,2019-07-10
5827713,2015-04-30
5827713,2015-05-12
5827713,2015-06-01
5827713,2015-06-02
5827713,2015-06-07
5827713,2015-06-12
5827713,2015-06-13
5827713,2015-06-14
5827713,2015-06-16
5827713,2015-06-19
5827713,2015-06-20
5827713,2015-06-24
5827713,2015-06-29
5827713,2015-07-02
5827713,2015-12-18
5827713,2015-12-21
5827713,2016-01-05
5827713,2016-01-05
5827713,2016-01-12
5827713,2016-01-18
5827713,2016-01-20
5827713,2016-01-26
5827713,2016-02-01
5827713,2016-02-09
5827713,2016-02-16
5827713,2016-03-01
5827713,2016-04-06
5827713,2016-04-14
5827713,2016-04-17
5827713,2016-04-20
5827713,2016-04-25
5827713,2016-04-30
5827713,2016-05-05
5827713,2016-05-10
5827713,2016-05-13
5827713,2016-05-24
5827713,2016-05-31
5827713,2016-06-06
5827713,2016-06-10
5827713,2016-06-13
5827713,2016-06-17
5827713,2016-07-03
5827713,2016-07-12
5827713,2016-07-18
5827713,2016-07-19
5827713,2016-07-23
5827713,2016-07-25
5827713,2016-07-29
5827713,2016-08-01
5827713,2016-08-08
5827713,2016-08-10
5827713,2016-08-16
5827713,2016-08-17
5827713,2016-08-19
5827713,2016-08-20
5827713,2016-08-20
5827713,2016-08-25
5827713,2016-08-25
5827713,2016-08-28
5827713,2016-09-03
5827713,2016-09-10
5827713,2016-09-11
5827713,2016-09-17
5827713,2016-09-19
5827713,2016-09-23
5827713,2016-09-27
5827713,2016-10-05
5827713,2016-10-08
5827713,2016-10-15
5827713,2016-10-21
5827713,2016-11-05
5827713,2016-11-07
5827713,2016-11-18
5827713,2016-11-20
5827713,2016-11-24
5827713,2016-11-28
5827713,2016-12-05
5827713,2016-12-14
5827713,2017-01-01
5827713,2017-01-07
5827713,2017-01-19
5827713,2017-01-25
5827713,2017-01-27
5827713,2017-01-31
5827713,2017-02-03
5827713,2017-02-05
5827713,2017-02-07
5827713,2017-02-09
5827713,2017-02-13
5827713,2017-02-21
5827713,2017-03-01
5827713,2017-03-07
5827713,2017-03-12
5827713,2017-03-17
5827713,2017-03-19
5827713,2017-03-21
5827713,2017-03-24
5827713,2017-03-27
5827713,2017-04-12
5827713,2017-04-16
5827713,2017-04-26
5827713,2017-04-29
5827713,2017-05-02
5827713,2017-05-04
5827713,2017-05-14
5827713,2017-05-20
5827713,2017-05-23
5827713,2017-05-27
5827713,2017-05-30
5827713,2017-06-06
5827713,2017-06-11
5827713,2017-06-15
5827713,2017-06-17
5827713,2017-06-19
5827713,2017-06-23
5827713,2017-07-04
5827713,2017-07-07
5827713,2017-07-09
5827713,2017-07-13
5827713,2017-07-16
5827713,2017-07-19
5827713,2017-07-24
5827713,2017-07-28
5827713,2017-08-01
5827713,2017-08-04
5827713,2017-08-07
5827713,2017-08-12
5827713,2017-08-15
5827713,2017-08-17
5827713,2017-08-20
5827713,2017-08-24
5827713,2017-08-26
5827713,2017-09-01
5827713,2017-09-12
5827713,2017-09-17
5827713,2017-09-26
5827713,2017-09-28
5827713,2017-10-01
5827713,2017-10-04
5827713,2017-10-09
5827713,2017-10-13
5827713,2017-10-15
5827713,2017-10-18
5827713,2017-10-21
5827713,2017-10-29
5827713,2017-11-01
5827713,2017-11-10
5827713,2017-11-12
5827713,2017-11-17
5827713,2017-11-19
5827713,2017-11-23
5827713,2017-12-02
5827713,2017-12-07
5827713,2017-12-12
5827713,2017-12-17
5827713,2017-12-21
5827713,2017-12-23
5827713,2017-12-25
5827713,2017-12-27
5827713,2018-01-09
5827713,2018-01-16
5827713,2018-01-20
5827713,2018-01-22
5827713,2018-01-25
5827713,2018-01-27
5827713,2018-01-30
5827713,2018-02-01
5827713,2018-02-04
5827713,2018-02-07
5827713,2018-02-10
5827713,2018-02-12
5827713,2018-02-14
5827713,2018-02-19
5827713,2018-02-22
5827713,2018-02-27
5827713,2018-03-07
5827713,2018-03-10
5827713,2018-03-12
5827713,2018-03-16
5827713,2018-03-19
5827713,2018-03-23
5827713,2018-04-01
5827713,2018-04-03
5827713,2018-04-06
5827713,2018-04-09
5827713,2018-04-11
5827713,2018-04-17
5827713,2018-04-22
5827713,2018-04-27
5827713,2018-05-02
5827713,2018-05-06
5827713,2018-05-21
5827713,2018-05-23
5827713,2018-05-29
5827713,2018-05-31
5827713,2018-06-02
5827713,2018-06-05
5827713,2018-06-07
5827713,2018-06-09
5827713,2018-06-12
5827713,2018-06-14
5827713,2018-06-18
5827713,2018-06-21
5827713,2018-06-25
5827713,2018-06-30
5827713,2018-07-07
5827713,2018-07-10
5827713,2018-07-12
5827713,2018-07-19
5827713,2018-07-21
5827713,2018-07-24
5827713,2018-07-27
5827713,2018-07-31
5827713,2018-08-09
5827713,2018-08-19
5827713,2018-08-22
5827713,2018-08-24
5827713,2018-08-28
5827713,2018-09-03
5827713,2018-09-06
5827713,2018-09-10
5827713,2018-09-16
5827713,2018-09-20
5827713,2018-09-27
5827713,2018-10-09
5827713,2018-10-12
5827713,2018-10-21
5827713,2018-10-25
5827713,2018-10-27
5827713,2018-10-29
5827713,2018-10-31
5827713,2018-11-08
5827713,2018-11-10
5827713,2018-11-13
5827713,2018-11-16
5827713,2018-11-18
5827713,2018-11-25
5827713,2018-11-29
5827713,2018-12-01
5827713,2018-12-03
5827713,2018-12-07
5827713,2018-12-09
5827713,2018-12-13
5827713,2018-12-16
5827713,2018-12-20
5827713,2018-12-24
5827713,2018-12-29
5827713,2019-01-01
5827713,2019-01-08
5827713,2019-01-10
5827713,2019-01-15
5827713,2019-01-31
5827713,2019-02-04
5827713,2019-02-11
5827713,2019-02-18
5827713,2019-02-23
5827713,2019-02-26
5827713,2019-03-01
5827713,2019-03-06
369141,2017-10-25
369141,2017-12-13
369141,2017-12-20
369141,2017-12-23
369141,2017-12-28
369141,2018-01-14
369141,2018-02-20
369141,2018-03-12
369141,2018-04-08
369141,2018-08-04
369141,2018-08-20
369141,2018-09-05
369141,2018-09-16
369141,2018-11-22
369141,2018-12-04
369141,2019-01-07
369141,2019-01-13
369141,2019-01-20
369141,2019-02-09
369141,2019-02-17
369141,2019-04-28
369141,2019-05-02
369141,2019-07-10
369141,2019-08-25
369141,2019-08-31
369141,2019-09-23
369141,2019-09-26
369141,2019-11-03
369141,2019-11-29
369141,2020-01-04
369145,2012-04-12
369145,2012-05-21
369145,2012-06-03
369145,2012-06-14
369145,2012-06-22
369145,2012-07-02
369145,2012-07-06
369145,2012-08-08
369145,2012-08-30
369145,2012-09-04
369145,2012-09-14
369145,2012-09-18
369145,2012-09-25
369145,2012-09-28
369145,2012-10-03
369145,2012-10-08
369145,2012-10-23
369145,2012-11-16
369145,2012-11-18
369145,2012-12-01
369145,2012-12-11
369145,2013-01-03
369145,2013-01-11
369145,2013-01-14
369145,2013-01-25
369145,2013-01-30
369145,2013-03-11
369145,2013-03-14
369145,2013-03-16
369145,2013-04-14
369145,2013-04-17
369145,2013-04-25
369145,2013-05-05
369145,2013-05-08
369145,2013-05-19
369145,2013-05-23
369145,2013-05-31
369145,2013-06-06
369145,2013-06-16
369145,2013-06-22
369145,2013-07-03
369145,2013-07-24
369145,2013-08-10
369145,2013-08-21
369145,2013-09-09
369145,2013-09-16
369145,2013-09-24
369145,2013-10-10
369145,2013-10-13
369145,2013-10-15
369145,2013-10-25
369145,2013-11-07
369145,2013-11-22
369145,2013-12-01
369145,2013-12-15
369145,2013-12-26
369145,2013-12-28
369145,2014-01-10
369145,2014-01-26
369145,2014-03-01
369145,2014-03-05
369145,2014-04-10
369145,2014-04-17
369145,2014-04-29
369145,2014-05-18
369145,2014-06-06
369145,2014-06-16
369145,2014-08-09
369145,2014-09-01
369145,2014-09-23
369145,2014-10-13
369145,2014-11-13
369145,2014-12-22
369145,2015-01-18
369145,2015-02-03
369145,2015-02-12
369145,2015-03-15
369145,2015-04-21
369145,2015-05-03
369145,2015-06-21
369145,2015-06-27
369145,2015-07-14
369145,2015-07-23
369145,2015-08-02
369145,2015-08-05
369145,2015-08-09
369145,2015-08-13
369145,2015-09-21
369145,2015-09-25
369145,2015-09-28
369145,2015-10-05
369145,2015-10-10
369145,2015-12-27
369145,2016-01-02
369145,2016-03-06
369145,2016-03-17
369145,2016-05-21
369145,2016-07-11
369145,2016-07-16
369145,2016-08-01
369145,2016-12-24
369145,2017-01-02
369145,2017-03-06
369145,2017-03-30
369145,2017-04-01
369145,2017-06-20
369145,2017-06-25
369145,2017-06-28
369145,2017-07-12
369145,2017-07-16
369145,2017-08-08
369145,2017-08-13
369145,2017-08-17
369145,2017-08-22
369145,2017-08-28
369145,2017-09-02
369145,2017-09-26
369145,2017-10-07
369145,2017-10-21
369145,2017-12-05
369145,2017-12-16
369145,2017-12-21
369145,2017-12-27
369145,2018-01-04
369145,2018-02-07
369145,2018-02-14
369145,2018-03-08
369145,2018-05-01
369145,2018-05-23
369145,2018-07-01
369145,2018-07-21
369145,2018-08-07
369145,2018-08-13
369145,2018-08-19
369145,2018-09-09
369145,2018-09-17
369145,2018-09-24
369145,2018-10-02
369145,2018-10-08
369145,2018-10-15
369145,2018-10-20
369145,2018-12-28
369145,2019-01-14
369145,2019-01-21
369145,2019-01-24
369145,2019-01-31
369145,2019-03-11
369145,2019-04-02
369145,2019-04-19
369145,2019-05-05
369145,2019-06-22
369145,2019-07-19
369145,2019-07-21
369145,2019-07-28
369145,2019-08-15
369145,2019-08-19
369145,2019-08-30
369145,2019-09-21
369145,2019-11-23
369145,2019-12-03
369145,2019-12-16
369145,2020-01-01
369145,2020-01-10
395191,2013-07-30
395191,2013-08-22
395191,2013-08-26
